symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,super_inflow,super_outflow,super_net_inflow,big_inflow,big_outflow,big_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,super_net_flow_ratio,big_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK0979,2026-04-03T00:00:00Z,104792,103284,105383,102937,105540,-2256,-2.14,5142593,1898934703,0.76,0.85,0.00,0,2248804,2893789,308489120000,298627680000,-71068467,200636042,252172781,-51536739,426346992,445878720,-19531728,593352528,542161376,51191152,623784336,603907024,19877312,-3.74,-2.71,-1.03,2.70,1.05,0,8,1,6,1,0,0,26.72,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.470958+08:00
BK0980,2026-04-03T00:00:00Z,115645,112563,115742,112464,115118,-2555,-2.22,15085772,10822038740,1.13,0.86,0.00,0,6119892,8965880,1025106048000,954519456000,-713099360,966264480,1563362960,-597098480,2405682000,2521682880,-116000880,3363182432,3238928528,124253904,3899006512,3310759392,588247120,-6.59,-5.52,-1.07,1.15,5.44,0,58,6,51,1,0,0,23.68,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.14308+08:00
BK0981,2026-04-03T00:00:00Z,220953,219129,221957,217746,219325,-196,-0.09,6062817,11238484857,2.09,0.81,0.00,0,2748735,3314082,535123024000,450486736000,-223662336,1295630784,1268242000,27388784,2669594848,2920645968,-251051120,3637191152,3608878608,28312544,3434408528,3247494928,186913600,-1.99,0.24,-2.23,0.25,1.66,0,28,14,14,0,0,0,56.51,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.314343+08:00
BK0982,2026-04-03T00:00:00Z,139191,134884,139377,134104,138755,-3871,-2.79,4360297,3782159851,3.41,1.03,0.00,0,2016680,2343617,145045114000,115237953000,-20228092,270447440,243007468,27439972,865439552,913107616,-47668064,1297209712,1267800160,29409552,1280789504,1289970960,-9181456,-0.53,0.73,-1.26,0.78,-0.24,0,18,2,15,1,0,0,-44.36,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.776283+08:00
BK0983,2026-04-03T00:00:00Z,177769,175431,177974,174606,177337,-1906,-1.07,9154354,9954293697,1.51,0.70,0.00,0,4274310,4880044,464874112000,387356384000,-192581696,1159221024,1188027488,-28806464,2292760112,2456535344,-163775232,3067700672,3218093568,-150392896,3209226416,2870925584,338300832,-1.93,-0.29,-1.65,-1.51,3.40,0,32,4,27,1,0,0,67.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.921077+08:00
BK0984,2026-04-03T00:00:00Z,238355,233169,238556,232729,237684,-4515,-1.90,15919033,31127607154,1.45,0.83,0.00,0,7087478,8831555,2035199504000,1818498336000,-1997388400,2668591584,3924030032,-1255438448,6993936896,7735886848,-741949952,10253913344,9788254720,465658624,10415605760,8942031616,1473574144,-6.42,-4.03,-2.38,1.50,4.73,0,119,18,101,0,0,0,54.34,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.766481+08:00
BK0985,2026-04-03T00:00:00Z,169372,165253,169533,164801,168673,-3420,-2.03,6990184,12943781070,1.44,0.85,0.00,0,3135266,3854918,862378720000,825304368000,-261692960,1375796496,1541208208,-165411712,2844732240,2941013488,-96281248,4216379632,4082922656,133456976,4240922528,4124716240,116206288,-2.02,-1.28,-0.74,1.03,0.90,0,42,4,38,0,0,0,44.31,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.317356+08:00
BK0986,2026-04-03T00:00:00Z,125008,121865,125159,121661,126066,-4201,-3.33,4667507,10926266984,2.86,1.06,0.00,0,2079738,2587769,574481248000,465802784000,-1260090144,1135307920,1822796176,-687488256,2292211440,2864813328,-572601888,3456450416,3311710480,144739936,3719330880,2605400752,1113930128,-11.53,-6.29,-5.24,1.32,10.19,0,24,2,22,0,0,0,29.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.286593+08:00
BK0988,2026-04-03T00:00:00Z,185792,180023,186216,179773,185366,-5343,-2.88,16817280,39431058557,1.97,0.73,0.00,0,7253010,9564270,2983691424000,2692854416000,-5469292800,4670856960,8319574272,-3648717312,9183234816,11003810304,-1820575488,12220553472,10600024320,1620529152,12747041024,8901633792,3845407232,-13.87,-9.25,-4.62,4.11,9.75,0,65,5,60,0,0,0,34.39,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.004511+08:00
BK0989,2026-04-03T00:00:00Z,242862,236676,243140,236302,242069,-5393,-2.23,139763123,214352033854,2.41,0.85,0.00,0,63161426,76601698,11748053760000,10033459456000,-12205920000,25486776064,32054981632,-6568205568,49076068608,54713783040,-5637714432,66181781248,65273363968,908417280,69219663872,58125898240,11093765632,-5.69,-3.06,-2.63,0.42,5.18,0,439,59,378,2,0,0,33.61,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.418506+08:00
BK0990,2026-04-03T00:00:00Z,117222,114741,117565,114587,117330,-2589,-2.21,9746017,8860929658,1.76,1.12,0.00,0,4008667,5737349,641178336000,566919968000,-98597104,1153209488,1023281392,129928096,1900086096,2128611296,-228525200,2621374208,2651051184,-29676976,2943417120,2817729216,125687904,-1.11,1.47,-2.58,-0.33,1.42,0,41,4,36,1,0,0,19.58,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.441762+08:00
BK0991,2026-04-03T00:00:00Z,176091,171515,176162,171129,175597,-4082,-2.32,11017117,12171257441,1.29,0.77,0.00,0,4493130,6523987,1172054848000,1001448720000,-540260080,1014689840,1428084144,-413394304,2646857648,2773723424,-126865776,4026765136,3787359184,239405952,4146576128,3877028048,269548080,-4.44,-3.40,-1.04,1.97,2.21,0,57,7,50,0,0,0,17.29,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.280387+08:00
BK0992,2026-04-03T00:00:00Z,80272,78485,80332,78363,80212,-1727,-2.15,7981437,4858387573,0.93,0.88,0.00,0,3019275,4962162,689826768000,643273424000,-381563728,504922208,721517616,-216595408,1046063472,1211031792,-164968320,1505125056,1482777392,22347664,1726696384,1367480304,359216080,-7.85,-4.46,-3.40,0.46,7.39,0,24,1,23,0,0,0,-11.81,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.820536+08:00
BK0993,2026-04-03T00:00:00Z,93747,90929,93754,90929,93938,-3009,-3.20,5833309,10851090635,2.00,1.04,0.00,0,2561651,3271658,412531872000,362147584000,-466279520,761685696,1145781248,-384095552,2177004336,2259188304,-82183968,3337744288,3372193600,-34449312,4150936528,3674015888,476920640,-4.30,-3.54,-0.76,-0.32,4.40,0,69,2,66,1,0,0,69.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.912881+08:00
BK0994,2026-04-03T00:00:00Z,253205,247210,253558,246919,252581,-5371,-2.13,4350891,9109774155,3.18,0.79,0.00,0,1854242,2496649,347591296000,321880912000,-1078510224,645443264,1274440272,-628997008,1656924960,2106438176,-449513216,3056210384,2955049824,101160560,3577225952,2599876288,977349664,-11.84,-6.90,-4.93,1.11,10.73,0,20,3,17,0,0,0,299.20,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.321143+08:00
BK0995,2026-04-03T00:00:00Z,161383,158353,161614,158138,159936,-1583,-0.99,8053451,14518889930,2.55,0.95,0.00,0,3825293,4228157,572477568000,512642816000,91916912,1058324208,1083520320,-25196112,3373024000,3255910976,117113024,4765768704,4933445120,-167676416,5053666048,4977906432,75759616,0.63,-0.17,0.81,-1.15,0.52,0,46,9,36,1,0,0,-14267.13,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.395996+08:00
BK0996,2026-04-03T00:00:00Z,100385,98125,100494,98055,100924,-2799,-2.77,3100772,2321348006,2.11,0.83,0.00,0,1169582,1931190,127229908000,107782426000,-228985744,87926031,184344351,-96418320,386292240,518859664,-132567424,705649216,760172304,-54523088,1091830896,808322080,283508816,-9.86,-4.15,-5.71,-2.35,12.21,0,18,1,17,0,0,0,158.57,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.488685+08:00
BK0997,2026-04-03T00:00:00Z,177963,171657,178085,171546,176402,-4745,-2.69,12549534,13141249262,1.90,0.87,0.00,0,5226065,7323469,609325264000,572146576000,-1004646624,804173104,1309066368,-504893264,2754829200,3254582560,-499753360,4233828176,4235728624,-1900448,5035181312,4028634112,1006547200,-7.64,-3.84,-3.80,-0.01,7.66,0,55,4,51,0,0,0,-66.35,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.83817+08:00
BK0998,2026-04-03T00:00:00Z,191806,189609,192238,188692,190786,-1177,-0.62,8702031,18896830056,2.35,1.07,0.00,0,4143390,4558641,827535696000,674960864000,-398642320,1670382560,1770561904,-100179344,4514900992,4813363968,-298462976,6356026624,6193795328,162231296,5959387392,5746418432,212968960,-2.11,-0.53,-1.58,0.86,1.13,0,87,18,67,2,0,0,114.27,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.091033+08:00
BK0999,2026-04-03T00:00:00Z,73304,71996,73316,71929,73275,-1279,-1.75,12563370,72879452179,0.69,0.73,0.00,0,5398853,7164517,13199340544000,11233579008000,-8931070720,10791777280,16090516480,-5298739200,17820325888,21452657408,-3632331520,24073472512,21936366592,2137105920,18934514688,12140549888,6793964800,-12.25,-7.27,-4.98,2.93,9.32,0,42,2,40,0,0,0,19.25,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.01097+08:00
BK1000,2026-04-03T00:00:00Z,62125,60943,62139,60881,62220,-1277,-2.05,8912853,53481398559,1.87,0.89,0.00,0,4209285,4703568,4984511744000,4107645600000,-7555570432,8017453056,12491465472,-4474012416,12841063680,15922621696,-3081558016,17614189568,15387198720,2226990848,14027970048,8699390464,5328579584,-14.13,-8.37,-5.76,4.16,9.96,0,24,4,20,0,0,0,28.89,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.289222+08:00
BK1001,2026-04-03T00:00:00Z,134658,131558,134686,131502,134700,-3142,-2.33,37388881,28510147704,2.07,1.09,0.00,0,15916851,21472030,1395025040000,1296335776000,340635712,3211545904,2375624688,835921216,5610862592,6106148096,-495285504,8672515072,9022733568,-350218496,10371528704,10361945856,9582848,1.19,2.93,-1.74,-1.23,0.03,0,162,15,147,0,0,0,43.77,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.543359+08:00
BK1002,2026-04-03T00:00:00Z,241339,243896,246496,241099,239070,4826,2.02,9268557,45021182546,3.28,1.18,0.00,0,4812666,4455891,839354352000,736292832000,2230700800,9163195136,6561097472,2602097664,12325798656,12697195520,-371396864,13845103616,15315070976,-1469967360,8997095424,9757829120,-760733696,4.95,5.78,-0.82,-3.27,-1.69,0,43,21,21,1,0,0,79.04,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.927255+08:00
BK1003,2026-04-03T00:00:00Z,198919,192716,198983,192513,198963,-6247,-3.14,24937839,28128146867,2.63,0.70,0.00,0,10622994,14314845,1146413024000,1013126880000,-1662421520,2961154016,4009989104,-1048835088,6156405760,6769992192,-613586432,8751163904,8665047040,86116864,9667545344,8094504704,1573040640,-5.91,-3.73,-2.18,0.31,5.59,0,38,2,36,0,0,0,22.79,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.520911+08:00
BK1004,2026-04-03T00:00:00Z,208561,205779,208900,205409,207829,-2050,-0.99,10252729,28463919847,1.52,0.92,0.00,0,4627899,5624830,1634735280000,1387104096000,512391600,3582866592,3236731888,346134704,6765147904,6598891008,166256896,8882557440,9043389440,-160832000,8722547712,9088123392,-365575680,1.80,1.22,0.58,-0.57,-1.28,0,84,19,65,0,0,0,32.98,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.12498+08:00
BK1005,2026-04-03T00:00:00Z,162787,159607,162963,159340,162293,-2686,-1.66,76011337,273949722727,2.88,0.90,0.00,0,35338769,40672568,11201686272000,9038558976000,-4655093760,33314073856,33964409600,-650335744,64656861696,68661619712,-4004758016,88702009344,89923248128,-1221238784,77785104384,72762216448,5022887936,-1.70,-0.24,-1.46,-0.45,1.83,0,1243,222,1004,17,0,0,99.90,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:05.283142+08:00
BK1006,2026-04-03T00:00:00Z,104508,102199,104859,101934,104280,-2081,-2.00,3160490,3929619301,2.04,0.82,0.00,0,1428045,1732446,175434937000,164496208000,-119872796,201417400,248526212,-47108812,811247952,884011936,-72763984,1321939552,1312825616,9113936,1538111008,1427352144,110758864,-3.05,-1.20,-1.85,0.23,2.82,0,19,3,16,0,0,0,116.22,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.435155+08:00
BK1007,2026-04-03T00:00:00Z,113701,111363,113938,111313,112841,-1478,-1.31,6092932,6321529668,4.37,1.13,0.00,0,3209681,2883251,164419386000,146617143000,317273280,636105632,563401776,72703856,1489150928,1244581504,244569424,2132220128,1908912976,223307152,1982934864,2523515296,-540580432,5.02,1.15,3.87,3.53,-8.55,0,18,4,14,0,0,0,94.79,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.094877+08:00
BK1008,2026-04-03T00:00:00Z,165369,160672,165514,159345,163814,-3142,-1.92,8909066,16902784869,3.81,1.08,0.00,0,4255793,4653273,423152832000,413049472000,694883696,2177799104,1144917664,1032881440,3648255376,3986253120,-337997744,5457722624,5641349632,-183627008,5300347904,5811604736,-511256832,4.11,6.11,-2.00,-1.09,-3.02,0,20,6,14,0,0,0,-938.49,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.904286+08:00
BK1009,2026-04-03T00:00:00Z,226488,221112,226678,220736,224967,-3855,-1.71,32361167,48372001236,2.08,0.87,0.00,0,14539190,17821977,4225292320000,2097624016000,-513940624,4247134320,4492314368,-245180048,11206910976,11475671552,-268760576,15732882688,15726741504,6141184,16248018688,15744773632,503245056,-1.06,-0.51,-0.56,0.01,1.04,0,143,22,120,1,0,0,30.33,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.847142+08:00
BK1010,2026-04-03T00:00:00Z,102457,99124,102522,98866,102229,-3105,-3.04,16329041,19541436179,2.05,0.74,0.00,0,6778840,9550201,1190486160000,1061246624000,-1055311840,1733978320,2220866112,-486887792,4179612560,4748036608,-568424048,6020024832,6237685504,-217660672,7249171456,6010253824,1238917632,-5.40,-2.49,-2.91,-1.11,6.34,0,46,3,43,0,0,0,21.70,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.933235+08:00
BK1011,2026-04-03T00:00:00Z,69324,67300,69379,67142,69185,-1885,-2.72,5589707,9075310909,1.59,0.82,0.00,0,2520221,3069487,635803168000,626778448000,-112088624,1025213168,1053653248,-28440080,2097410960,2181059504,-83648544,2936291344,3075220896,-138929552,2836249280,2602523280,233726000,-1.24,-0.31,-0.92,-1.53,2.58,0,23,2,21,0,0,0,32.92,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.161778+08:00
BK1012,2026-04-03T00:00:00Z,122114,118916,122353,118413,121823,-2907,-2.39,3725335,7780326984,2.14,0.87,0.00,0,1651162,2074172,446514032000,430903328000,-406066576,747698656,921668144,-173969488,1864616752,2096713840,-232097088,2411111520,2350266320,60845200,2645186080,2299964704,345221376,-5.22,-2.24,-2.98,0.78,4.44,0,16,5,11,0,0,0,39.87,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.568205+08:00
BK1013,2026-04-03T00:00:00Z,129142,126181,129663,125879,127491,-1310,-1.03,1636135,4553256486,2.35,0.86,0.00,0,802483,833653,207080919000,184640429000,6716320,342117392,316010304,26107088,947087552,966478320,-19390768,1483141904,1533639984,-50498080,1600751232,1557031312,43719920,0.15,0.57,-0.43,-1.11,0.96,0,15,5,10,0,0,0,575.06,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.598154+08:00
BK1014,2026-04-03T00:00:00Z,182126,177692,182328,176888,181620,-3928,-2.16,2582226,3392885139,1.47,0.75,0.00,0,1143315,1438912,201143383000,173639287000,-163938028,151053780,182147408,-31093628,579034304,711878704,-132844400,1051480896,1140635888,-89154992,1559707504,1306614464,253093040,-4.83,-0.92,-3.92,-2.63,7.46,0,23,3,20,0,0,0,49.74,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:01.319166+08:00
BK1015,2026-04-03T00:00:00Z,99159,97068,100282,95702,99168,-2100,-2.12,3301907,17727468237,3.91,0.69,0.00,0,1633448,1668459,567587072000,469805680000,-1121526176,1919930560,2527166560,-607236000,4344492800,4858782976,-514290176,5543148288,5671380224,-128231936,5528227840,4278469632,1249758208,-6.33,-3.43,-2.90,-0.72,7.05,0,11,0,11,0,0,0,65.30,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.135578+08:00
BK1016,2026-04-03T00:00:00Z,98285,95295,98314,95092,98056,-2761,-2.82,896959,530530566,0.97,0.85,0.00,0,356758,540202,61306436000,58791852000,5634435,16079989,24164218,-8084229,99461260,85742596,13718664,163756707,155539431,8217276,234743395,251553699,-16810304,1.06,-1.52,2.59,1.55,-3.17,0,11,0,11,0,0,0,53.73,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:56.974344+08:00
BK1017,2026-04-03T00:00:00Z,195586,190852,195820,188951,194951,-4099,-2.10,12821123,11461560847,2.91,1.37,0.00,0,5926032,6895091,392241824000,334483200000,-164012624,1212127568,1257021904,-44894336,2635873392,2754991680,-119118288,3442804528,3360937296,81867232,3496235792,3438075760,58160032,-1.43,-0.39,-1.04,0.71,0.51,0,21,3,17,1,0,0,26.29,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.037264+08:00
BK1018,2026-04-03T00:00:00Z,160993,157280,160993,156750,160850,-3570,-2.22,1955919,2521002068,2.57,1.06,0.00,0,847740,1108180,126600889000,106950625000,-105304752,150767877,228925973,-78158096,548583808,575730464,-27146656,779839808,754010976,25828832,830152928,802546768,27606160,-4.18,-3.10,-1.08,1.02,1.10,0,23,4,19,0,0,0,67.41,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.841867+08:00
BK1019,2026-04-03T00:00:00Z,111404,107514,111475,107115,111370,-3856,-3.46,18248121,17815015158,2.37,0.85,0.00,0,8107028,10141093,881736464000,836738144000,-739759600,1535525728,2020861296,-485335568,3831324272,4085748304,-254424032,5557951744,5663339776,-105388032,6544690688,5710982144,833708544,-4.15,-2.72,-1.43,-0.59,4.68,0,64,4,60,0,0,0,34.47,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.161785+08:00
BK1020,2026-04-03T00:00:00Z,190260,186369,190370,186168,189591,-3222,-1.70,653322,2287630716,2.31,0.96,0.00,0,300345,352978,100312412000,93964312000,-46797922,190360705,188642499,1718206,500999760,549515888,-48516128,725803760,724860416,943344,763445168,738754624,24690544,-2.05,0.08,-2.12,0.04,1.08,0,12,2,10,0,0,0,98.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.607367+08:00
BK1022,2026-04-03T00:00:00Z,136849,133753,137108,133533,136221,-2468,-1.81,16123577,14608474455,3.10,0.96,0.00,0,6992042,9131535,613164864000,575993136000,-372609888,1210143824,1371758480,-161614656,3258529712,3469524944,-210995232,4608265216,4747488768,-139223552,5214053632,4713265664,500787968,-2.55,-1.11,-1.44,-0.95,3.43,0,68,8,60,0,0,0,20.30,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:03.896472+08:00
BK1023,2026-04-03T00:00:00Z,219835,219751,221032,217320,219922,-171,-0.08,2465381,5022735205,1.95,0.95,0.00,0,1211021,1254360,224416246000,212586950000,308335232,621204016,412984752,208219264,1225906144,1125790176,100115968,1570627664,1582892560,-12264896,1503978192,1801022368,-297044176,6.14,4.15,1.99,-0.24,-5.91,0,16,6,10,0,0,0,-53.87,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:04.028097+08:00
BK1024,2026-04-03T00:00:00Z,137302,132556,137397,132531,137505,-4949,-3.60,96739414,74236789833,2.07,0.71,0.00,0,41100413,55639000,6311411200000,3858384480000,-5326827008,6456813056,9545535232,-3088722176,15726628096,17964732928,-2238104832,23435180288,23542620416,-107440128,27024035328,21597554176,5426481152,-7.18,-4.16,-3.01,-0.14,7.31,0,159,7,151,1,0,0,19.64,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:03.308458+08:00
BK1025,2026-04-03T00:00:00Z,113723,109929,113786,109839,113608,-3679,-3.24,11651866,6926378660,1.68,0.99,0.00,0,4370110,7281756,636702528000,470765424000,-324408768,319078688,424152016,-105073328,1233498672,1452834112,-219335440,2084178176,2102544848,-18366672,3142125632,2821981056,320144576,-4.68,-1.52,-3.17,-0.27,4.62,0,64,6,57,1,0,0,72.84,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.568081+08:00
BK1026,2026-04-03T00:00:00Z,104037,100982,104039,100672,103945,-2963,-2.85,5754210,6307990659,1.80,0.85,0.00,0,2624156,3130054,700530112000,528514208000,-296136752,481973856,696528336,-214554480,1286149328,1367731600,-81582272,1948654544,1962318816,-13664272,2489200720,2191647456,297553264,-4.69,-3.40,-1.29,-0.22,4.72,0,33,3,30,0,0,0,30.76,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:50:02.991136+08:00
BK1027,2026-04-03T00:00:00Z,368914,363084,369894,362051,367059,-3975,-1.08,5684767,21808338535,2.53,0.70,0.00,0,2783213,2901554,1043482032000,771758448000,16002816,3189699648,2737683008,452016640,4946929920,5382943744,-436013824,6532491264,6942995712,-410504448,6684895744,6287274752,397620992,0.07,2.07,-2.00,-1.88,1.82,0,25,6,19,0,0,0,57.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.75802+08:00
BK1028,2026-04-03T00:00:00Z,203070,195632,203127,195303,203734,-8102,-3.98,6574350,6019176773,2.45,0.83,0.00,0,2549506,4024844,302668496000,285254272000,-405035248,358361040,504355664,-145994624,1164356416,1423397040,-259040624,1924101856,2036932160,-112830304,2341752592,1870852144,470900448,-6.73,-2.43,-4.30,-1.87,7.82,0,32,1,31,0,0,0,24.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.611709+08:00
BK1029,2026-04-03T00:00:00Z,173405,170206,173439,169821,173082,-2876,-1.66,7932479,13583769192,0.94,0.84,0.00,0,3523953,4408526,2074303152000,1353662240000,-1447866704,1665993248,2697401408,-1031408160,3165036960,3581495504,-416458544,4269515632,3874884448,394631184,4244545488,3191309952,1053235536,-10.66,-7.59,-3.07,2.91,7.75,0,26,4,22,0,0,0,30.53,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:56.731268+08:00
BK1030,2026-04-03T00:00:00Z,252844,248709,254117,248458,252556,-3847,-1.52,2789078,5339221520,2.50,0.83,0.00,0,1221257,1567821,272089600000,234433331000,-376392848,441405648,593556704,-152151056,1063020768,1287262560,-224241792,1650458288,1755186560,-104728272,2086363152,1612242240,474120912,-7.05,-2.85,-4.20,-1.96,8.88,0,27,3,23,1,0,0,57.56,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.849307+08:00
BK1031,2026-04-03T00:00:00Z,149351,144343,149572,144329,149458,-5115,-3.42,34743363,52009883219,4.50,0.91,0.00,0,15654420,19088944,1664447968000,1447171136000,-6141112064,5178029056,8641872896,-3463843840,11523226880,14200495104,-2677268224,16656697344,15943563520,713133824,17363899392,12002626560,5361272832,-11.81,-6.66,-5.15,1.37,10.31,0,69,5,64,0,0,0,-46.19,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.67535+08:00
BK1032,2026-04-03T00:00:00Z,166593,160452,166707,159664,165979,-5527,-3.33,10763635,18231720275,4.66,0.85,0.00,0,4834020,5929616,488069680000,381144352000,-1107124160,1718378000,2410703216,-692325216,4167849632,4582648576,-414798944,5830107648,5781616384,48491264,6232703232,5174070272,1058632960,-6.07,-3.80,-2.28,0.27,5.81,0,30,5,25,0,0,0,69.66,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.753867+08:00
BK1033,2026-04-03T00:00:00Z,145750,141319,146459,141214,145348,-4029,-2.77,19436032,61838247303,2.99,0.71,0.00,0,8805554,10630478,3573727280000,3262754336000,-6896322304,6322669056,10528931584,-4206262528,14201364480,16891424256,-2690059776,19585608960,18259575296,1326033664,20449724160,14969250816,5480473344,-11.15,-6.80,-4.35,2.14,8.86,0,105,10,94,1,0,0,38.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:56.641385+08:00
BK1034,2026-04-03T00:00:00Z,298373,292321,298504,291221,296521,-4200,-1.42,5275501,12712115925,1.75,0.91,0.00,0,2285064,2990437,680705968000,542613712000,-222333552,1346670720,1482241424,-135570704,3011131376,3097894224,-86762848,4313552896,4204597088,108955808,3834962320,3722763296,112199024,-1.75,-1.07,-0.68,0.86,0.88,0,32,6,26,0,0,0,69.45,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.745687+08:00
BK1035,2026-04-03T00:00:00Z,102112,99820,102159,99700,102126,-2306,-2.26,2205460,3835721876,1.88,1.10,0.00,0,969886,1235574,290443680000,234339688000,-109547808,281012944,325046336,-44033392,755335600,820850016,-65514416,1112484992,1142644064,-30159072,1457060576,1348034544,109026032,-2.86,-1.15,-1.71,-0.79,2.84,0,32,4,28,0,0,0,35.58,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.042449+08:00
BK1036,2026-04-03T00:00:00Z,204898,203249,205687,202684,203274,-25,-0.01,13758650,110505982078,1.84,0.86,0.00,0,6728649,7030000,7293049088000,5338008320000,-918624000,18125746176,17442411776,683334400,32891959296,34493917696,-1601958400,36244064768,37394416640,-1150351872,21385877248,19296914432,2088962816,-0.83,0.62,-1.45,-1.04,1.89,0,175,63,108,4,0,0,140.91,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:57.750526+08:00
BK1037,2026-04-03T00:00:00Z,189585,186194,189954,185669,188323,-2129,-1.13,11910108,38766933832,1.49,0.83,0.00,0,5473544,6436564,2935694688000,2630857792000,401807616,5023627008,4901830912,121796096,9699000576,9418989056,280011520,11905952768,12184538880,-278586112,11400009216,11548873984,-148864768,1.04,0.31,0.72,-0.72,-0.38,0,98,21,76,1,0,0,36.45,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-04-03T20:49:58.485443+08:00
