symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,super_inflow,super_outflow,super_net_inflow,big_inflow,big_outflow,big_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,super_net_flow_ratio,big_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK0447,2026-02-02T00:00:00Z,3524150,3476814,3566712,3476619,3543982,-67168,-1.90,67462407,120373173129,6.57,0.87,0.00,0,32715812,34746595,2216571968000,1947790128000,-2321440256,15217334272,16552796160,-1335461888,30324669440,31310647808,-985978368,38317842176,38060368128,257474048,33732342272,31672677376,2059664896,-1.93,-1.11,-0.82,0.21,1.71,0,147,32,113,2,0,0,119.78,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:47.857558+08:00
BK0448,2026-02-02T00:00:00Z,2233372,2193260,2267954,2193116,2242892,-49632,-2.21,34143317,188698360959,5.61,0.89,0.00,0,15645353,18497964,3333682608000,2929563344000,-8387944448,45025364736,52834045440,-7808680704,51867793408,52447057152,-579263744,56675492096,51463775744,5211716352,29489526272,26436740352,3052785920,-4.45,-4.14,-0.31,2.76,1.62,0,107,17,89,1,0,0,101.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:48.658054+08:00
BK0450,2026-02-02T00:00:00Z,1206848,1179150,1212328,1178559,1215935,-36785,-3.03,18961834,12128965458,1.23,1.01,0.00,0,7781425,11180409,1104545008000,926839808000,-977260576,1223336608,1754736816,-531400208,2556267040,3002127408,-445860368,3811863584,3418073984,393789600,4172107632,3653811584,518296048,-8.06,-4.38,-3.68,3.25,4.27,0,35,2,32,1,0,0,11.21,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:54.169547+08:00
BK0451,2026-02-02T00:00:00Z,1525023,1498289,1541198,1497694,1542766,-44477,-2.88,43162090,20813709728,2.29,0.90,0.00,0,18016619,25145471,1093109088000,982027904000,-1296152576,2114196368,2939154576,-824958208,4837451008,5308645376,-471194368,6316269568,5891323904,424945664,6883688448,6012481536,871206912,-6.23,-3.96,-2.26,2.04,4.19,0,88,4,82,2,0,0,-5.50,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:55.293776+08:00
BK0454,2026-02-02T00:00:00Z,2110807,2059371,2124357,2059076,2122081,-62710,-2.96,9967251,18696773813,3.52,0.75,0.00,0,4289717,5677534,635983760000,521646320000,-757036160,1436776704,1936461968,-499685264,3882011056,4139361952,-257350896,5924013568,5722633984,201379584,6936828928,6452267008,484561920,-4.05,-2.67,-1.38,1.08,2.59,0,88,3,84,1,0,0,74.02,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:46.650595+08:00
BK0456,2026-02-02T00:00:00Z,2568915,2537051,2582710,2536844,2575910,-38859,-1.51,13611308,31480712454,1.83,0.79,0.00,0,6233165,7378143,2068697360000,1833311984000,-307952752,3939407408,4293828768,-354421360,7715725824,7669257216,46468608,9882662144,9765131008,117531136,9342360064,9165797376,176562688,-0.98,-1.13,0.15,0.37,0.56,0,91,13,78,0,0,0,16.12,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:54.537453+08:00
BK0457,2026-02-02T00:00:00Z,3981272,4004054,4091225,3981272,3926134,77920,1.98,56305366,92259818741,6.03,1.10,0.00,0,28792745,27512621,1890361184000,1722336880000,5646088192,16903431168,11197649408,5705781760,22139519488,22199213056,-59693568,26966740480,28376198144,-1409457664,23652949504,27807010048,-4154060544,6.12,6.18,-0.06,-1.53,-4.50,0,139,88,46,5,0,0,44.50,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:54.404699+08:00
BK0458,2026-02-02T00:00:00Z,2095976,2076019,2115438,2074811,2102990,-26971,-1.28,4978602,11846443264,2.82,0.80,0.00,0,2367528,2611073,432947488000,340255280000,-245027392,1056125552,1119704800,-63579248,2580089184,2761537328,-181448144,3594616176,3677352400,-82736224,3954645744,3695958112,258687632,-2.07,-0.54,-1.53,-0.70,2.18,0,78,13,64,1,0,0,78.79,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:46.260592+08:00
BK0459,2026-02-02T00:00:00Z,3767862,3696788,3810234,3695675,3783736,-86948,-2.30,20986161,88664919131,3.14,0.84,0.00,0,9582791,11403370,3278419664000,2790247392000,-3363602432,11854996224,14463856640,-2608860416,22373460480,23128202496,-754742016,28141840384,26673602048,1468238336,24666021376,22857254144,1808767232,-3.79,-2.94,-0.85,1.66,2.04,0,150,19,130,1,0,0,59.13,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:50.590135+08:00
BK0464,2026-02-02T00:00:00Z,711558,701260,724295,701260,737667,-36407,-4.94,14500677,13136244720,0.50,0.55,0.00,0,6941716,7558961,4497932032000,2597628256000,-615027040,2353670960,2758178976,-404508016,3036872528,3247391552,-210519024,3567567408,3653123216,-85555808,3774536624,3073953792,700582832,-4.68,-3.08,-1.60,-0.65,5.33,0,19,1,18,0,0,0,14.07,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:52.161447+08:00
BK0465,2026-02-02T00:00:00Z,3815256,3739606,3846587,3738435,3838352,-98746,-2.57,21267978,33718720549,2.14,0.83,0.00,0,9025560,12242418,2011876320000,1824857888000,-1647899536,2560300000,3793455728,-1233155728,7625065984,8039809792,-414743808,11150882816,10823064576,327818240,11687645952,10410856960,1276788992,-4.89,-3.66,-1.23,0.97,3.79,0,148,10,136,2,0,0,42.13,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:54.430496+08:00
BK0470,2026-02-02T00:00:00Z,1131548,1108229,1136425,1107287,1140295,-32066,-2.81,8157950,6463048816,2.58,0.99,0.00,0,3200869,4957081,277125008000,245291455000,-132223520,462650848,551890608,-89239760,1357910992,1400894752,-42983760,1997109312,1946677296,50432016,2420453744,2358590816,61862928,-2.05,-1.38,-0.67,0.78,0.96,0,41,2,38,1,0,0,-14.82,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:52.182095+08:00
BK0471,2026-02-02T00:00:00Z,2016725,1938415,2017008,1938415,2037109,-98694,-4.84,12267292,14079118350,2.60,1.16,0.00,0,5259217,7008076,695835808000,641006736000,-937775984,1086708576,1718823392,-632114816,3333457904,3639119072,-305661168,4192287792,4421631488,-229343696,5248238336,4083677904,1164560432,-6.66,-4.49,-2.17,-1.63,8.27,0,31,1,30,0,0,0,43.95,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:50.313714+08:00
BK0473,2026-02-02T00:00:00Z,15402299,15191082,15596876,15182530,15438523,-247441,-1.60,33097330,36889304045,1.29,0.92,0.00,0,13941038,19156292,3531532816000,2961579552000,-1288081152,5775156736,7211681792,-1436525056,9676210688,9527766784,148443904,11363481600,10139399936,1224081664,9493507328,9429507840,63999488,-3.49,-3.89,0.40,3.32,0.17,0,49,5,43,1,0,0,16.03,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:59.88763+08:00
BK0474,2026-02-02T00:00:00Z,171812,169133,175248,168530,172902,-3769,-2.18,3255800,15011143982,0.43,0.76,0.00,0,1587100,1668700,3641518992000,2504312992000,-402909072,2831944128,3522239568,-690295440,4706709504,4419323136,287386368,4362322944,4236469200,125853744,2904389168,2627333712,277055456,-2.68,-4.60,1.91,0.84,1.85,0,5,0,5,0,0,0,8.01,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:53.778128+08:00
BK0475,2026-02-02T00:00:00Z,404463,403241,409742,402597,404277,-1036,-0.26,54721284,41720774043,0.41,1.01,0.00,0,29141734,25579549,14569069824000,9780603648000,1154064896,9385516800,8410347520,975169280,11259712512,11080816896,178895616,11287337728,12083064064,-795726336,9148173824,9506512384,-358338560,2.77,2.34,0.43,-1.91,-0.86,0,42,17,24,1,0,0,6.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:47.489132+08:00
BK0476,2026-02-02T00:00:00Z,1789249,1760006,1800578,1759748,1803595,-43589,-2.42,10193954,11160994366,2.72,0.85,0.00,0,4736409,5457545,529388400000,476628752000,-395777280,485815952,784676592,-298860640,2351539168,2448455808,-96916640,3634267712,3631488624,2779088,4476448000,4093147504,383300496,-3.55,-2.68,-0.87,0.02,3.43,0,68,7,60,1,0,0,58.78,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:46.020938+08:00
BK0477,2026-02-02T00:00:00Z,4767997,4895183,5006074,4767997,4835532,59651,1.23,9067316,40630989976,2.96,1.41,0.00,0,4559228,4508088,3254802512000,3150114656000,1412643584,7755941888,6690005248,1065936640,11504502016,11157795072,346706944,13004492032,13962294784,-957802752,7492039936,7946881024,-454841088,3.48,2.62,0.85,-2.36,-1.12,0,39,28,11,0,0,0,18.93,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:57.484595+08:00
BK0478,2026-02-02T00:00:00Z,3020416,2987037,3069061,2986666,3174912,-187875,-5.92,57610325,93527542200,3.87,0.61,0.00,0,28070754,29539571,3467114896000,2672907376000,-7858070016,15318029568,21817749248,-6499719680,23033530624,24391880960,-1358350336,25401601280,24455414784,946186496,25677436416,18765661184,6911775232,-8.40,-6.95,-1.45,1.01,7.39,0,76,7,69,0,0,0,29.59,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:47.091892+08:00
BK0479,2026-02-02T00:00:00Z,987097,945723,987389,944654,1002266,-56543,-5.64,49112953,22532344172,2.50,0.94,0.00,0,18434552,30678400,1061757152000,961285424000,-1627954992,2213202976,3334599760,-1121396784,5009180160,5515738368,-506558208,6885849600,6151420672,734428928,8020817920,7133152512,887665408,-7.22,-4.98,-2.25,3.26,3.94,0,48,1,46,1,0,0,74.19,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:55.500584+08:00
BK0480,2026-02-02T00:00:00Z,6666955,6575585,6775849,6574258,6704527,-128942,-1.92,11011464,35842612979,2.94,0.68,0.00,0,5087788,5923676,1448188896000,1194459392000,-815464272,4171795888,5085864192,-914068304,8919739136,8821135104,98604032,11459473664,10886724608,572749056,10407267328,10160580096,246687232,-2.28,-2.55,0.28,1.60,0.69,0,47,8,38,1,0,0,201.03,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:55.936666+08:00
BK0481,2026-02-02T00:00:00Z,5377788,5305458,5415372,5304191,5397181,-91723,-1.70,37136803,66396816866,3.15,0.87,0.00,0,17795444,19341360,2653161216000,2171101760000,-323139584,6424093440,7245775104,-821681664,15294089984,14795547904,498542080,21093675520,20535686912,557988608,22196992256,22533717504,-336725248,-0.49,-1.24,0.75,0.84,-0.51,0,239,28,207,4,0,0,35.51,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:53.833731+08:00
BK0482,2026-02-02T00:00:00Z,1998412,1996674,2032237,1992671,2011636,-14962,-0.74,20584931,14507489326,2.26,0.99,0.00,0,9057314,11527617,576957360000,535986080000,-146019664,1340926576,1272979152,67947424,3143956368,3357923456,-213967088,4672086528,4692660736,-20574208,5008996608,4842403072,166593536,-1.01,0.47,-1.47,-0.14,1.15,0,59,11,46,2,0,0,39098.02,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:51.284797+08:00
BK0484,2026-02-02T00:00:00Z,1235005,1209782,1244721,1209088,1251930,-42148,-3.37,11500482,11273333366,3.52,0.94,0.00,0,4858076,6642406,387703952000,288897840000,-1088242480,737076288,1391197168,-654120880,2236189392,2670310992,-434121600,3648273152,3465946928,182326224,4317017344,3430000288,887017056,-9.65,-5.80,-3.85,1.62,7.87,0,36,3,33,0,0,0,39.96,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:53.337991+08:00
BK0485,2026-02-02T00:00:00Z,1772233,1769926,1811920,1760153,1795146,-25220,-1.40,9220236,12280202914,4.23,1.38,0.00,0,4634984,4585252,450410176000,397524848000,-128965472,1044704160,1024220208,20483952,2841115008,2990564432,-149449424,4094263040,4352795392,-258532352,4029563824,3642066048,387497776,-1.05,0.17,-1.22,-2.11,3.16,0,38,11,27,0,0,0,63.71,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:56.734513+08:00
BK0486,2026-02-02T00:00:00Z,1235229,1227047,1261597,1227047,1244157,-17110,-1.38,64627326,86096467571,5.81,1.06,0.00,0,31486503,33140822,1268715552000,1172973200000,-3504499712,10310424832,12369561344,-2059136512,20695788544,22141151744,-1445363200,27287531776,25906724096,1380807680,25205807616,23078375680,2127431936,-4.07,-2.39,-1.68,1.60,2.47,0,99,21,77,1,0,0,73.06,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:55.916232+08:00
BK0490,2026-02-02T00:00:00Z,9214022,9082964,9338114,9082832,9252577,-169613,-1.83,112330973,233218671827,3.76,0.81,0.00,0,51685673,60645300,6585731840000,5817617920000,-5318362880,28511003392,30930134016,-2419130624,54720317440,57619549696,-2899232256,73630339072,71488630784,2141708288,70225317888,67191953152,3033364736,-2.28,-1.04,-1.24,0.92,1.30,0,419,72,343,4,0,0,144.77,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:54:59.655626+08:00
BK0492,2026-02-02T00:00:00Z,1220273,1172398,1222624,1172384,1238248,-65850,-5.32,57851786,65857410572,2.93,1.04,0.00,0,22538826,35312960,2849538736000,2579838816000,-3727196672,8822977792,11196215552,-2373237760,15711045376,17065004288,-1353958912,20112384512,19252505600,859878912,19893762048,17034436608,2859325440,-5.66,-3.60,-2.06,1.31,4.34,0,75,4,71,0,0,0,17.98,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:07.532001+08:00
BK0493,2026-02-02T00:00:00Z,1912991,1884346,1931187,1884188,1918219,-33873,-1.77,111686780,139925165116,2.62,0.88,0.00,0,51472072,60214708,7049339904000,4460021248000,-3484565760,17556598528,20057747712,-2501149184,33404829184,34388245760,-983416576,43942150144,42353097728,1589052416,41918837760,40037600256,1881237504,-2.49,-1.79,-0.70,1.14,1.34,0,218,42,173,3,0,0,25.90,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:05.085272+08:00
BK0494,2026-02-02T00:00:00Z,1553616,1531265,1566655,1531265,1562582,-31317,-2.00,114191787,175356318838,2.83,0.90,0.00,0,52187126,62004661,5305361408000,4657602816000,-8288650752,29148470784,35363870464,-6215399680,41674193408,43747444480,-2073251072,55052542208,49829224448,5223317760,44679642624,41737747200,2941895424,-4.73,-3.54,-1.18,2.98,1.68,0,422,59,356,7,0,0,38.80,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:09.663477+08:00
BK0498,2026-02-02T00:00:00Z,1259623,1236039,1265937,1235540,1272311,-36272,-2.85,27979055,19854592509,1.65,0.96,0.00,0,11845679,16133377,1369533344000,1101339120000,-1339324000,2292311504,2966815616,-674504112,4002998096,4667817984,-664819888,6167041536,5773573376,393468160,6981612544,6035757056,945855488,-6.75,-3.40,-3.35,1.98,4.76,0,72,5,67,0,0,0,82.12,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:32.88822+08:00
BK0499,2026-02-02T00:00:00Z,963356,947037,969074,946594,973235,-26198,-2.69,162280106,284095185915,0.72,0.86,0.00,0,76322747,85957359,41342333184000,26497468928000,-14758222848,50148718592,62326875136,-12178156544,73952788480,76532854784,-2580066304,81518112768,79043137536,2474975232,71531278336,59248030976,12283247360,-5.19,-4.29,-0.91,0.87,4.32,0,173,24,147,2,0,0,11.87,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:32.790438+08:00
BK0500,2026-02-02T00:00:00Z,1253662,1235673,1263654,1234954,1262783,-27110,-2.15,304773500,725920381256,0.93,0.86,0.00,0,141490196,163283304,66502636544000,51250724096000,-30846750720,140813533184,168184553472,-27371020288,199574507520,203050237952,-3475730432,217504460800,207545192448,9959268352,151645331456,130757849088,20887482368,-4.25,-3.77,-0.48,1.37,2.88,0,300,63,233,4,0,0,13.92,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:33.216198+08:00
BK0501,2026-02-02T00:00:00Z,2974198,2916859,2979357,2916859,2985473,-68614,-2.30,4680991,22366591100,5.91,0.82,0.00,0,2022163,2658828,2376496608000,263762934000,-1517967840,2122638208,2732758624,-610120416,5183735040,6091582464,-907847424,7654150144,7128939264,525210880,5250896640,4607106304,643790336,-6.79,-2.73,-4.06,2.35,2.88,0,113,17,96,0,0,0,65.68,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:08.516226+08:00
BK0505,2026-02-02T00:00:00Z,990997,973250,997033,973245,1001612,-28362,-2.83,103887665,114111768505,0.94,0.87,0.00,0,45405115,58482550,16477663488000,10605551616000,-5300998656,17275693568,22062197248,-4786503680,27696341248,28210836224,-514494976,34139741952,31442893568,2696848384,32642556416,30044347648,2598208768,-4.65,-4.19,-0.45,2.36,2.28,0,102,9,93,0,0,0,12.35,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:12.809241+08:00
BK0506,2026-02-02T00:00:00Z,1942804,1910624,1956885,1910554,1956807,-46183,-2.36,116458519,157825948738,3.02,0.88,0.00,0,53133737,63324782,5495069952000,5169680384000,-5105476864,16459457024,19203351552,-2743894528,37254720768,39616303104,-2361582336,50311724800,49360463104,951261696,50701367552,46547152384,4154215168,-3.23,-1.74,-1.50,0.60,2.63,0,292,34,257,1,0,0,37.63,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:12.959228+08:00
BK0509,2026-02-02T00:00:00Z,1561574,1536685,1584210,1536397,1570584,-33899,-2.16,41934378,58919284304,4.74,0.94,0.00,0,19397940,22536438,1323311552000,1246745056000,-2241528320,7010630400,8222074880,-1211444480,14302218496,15332302336,-1030083840,19073848064,18580393728,493454336,17478353920,15730279680,1748074240,-3.80,-2.06,-1.75,0.84,2.97,0,67,13,54,0,0,0,87.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:10.020949+08:00
BK0511,2026-02-02T00:00:00Z,737566,734597,744434,734495,743519,-8922,-1.20,25199737,14757380809,2.01,0.93,0.00,0,11476808,13722928,822612384000,667782624000,-783431664,1438046736,1878246912,-440200176,4401134336,4744365824,-343231488,5182814976,4864741376,318073600,2929029888,2467671088,461358800,-5.31,-2.98,-2.33,2.16,3.13,0,177,48,118,11,0,0,-8.99,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:32.834401+08:00
BK0512,2026-02-02T00:00:00Z,3018719,2899428,3024121,2899122,3052032,-152604,-5.00,28000436,50045165181,3.51,1.00,0.00,0,12002890,15997546,1609110864000,1526840768000,-3885418752,5205048064,7398212352,-2193164288,11850654976,13542909440,-1692254464,15759783168,15610418688,149364480,16583556608,12847502080,3736054528,-7.76,-4.38,-3.38,0.30,7.47,0,80,6,73,1,0,0,28.44,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:04.661828+08:00
BK0514,2026-02-02T00:00:00Z,1624086,1598396,1634118,1597320,1639151,-40755,-2.49,62378664,67449072631,1.96,0.83,0.00,0,26407489,35971175,4419117824000,3619404992000,-3161666560,8447511552,11060425728,-2612914176,17142921728,17691674112,-548752384,20655381504,19228031744,1427349760,19690364928,17956048640,1734316288,-4.69,-3.87,-0.81,2.12,2.57,0,128,9,118,1,0,0,13.81,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:07.865671+08:00
BK0519,2026-02-02T00:00:00Z,3586985,3520952,3639474,3519950,3750152,-229200,-6.11,62231976,126245288494,3.03,0.65,0.00,0,29965462,32266514,5206238464000,4464798208000,-10589098752,21628989696,29555796224,-7926806528,30014812672,32677104896,-2662292224,34504416256,33445968896,1058447360,34579372544,25048720896,9530651648,-8.39,-6.28,-2.11,0.84,7.55,0,79,2,77,0,0,0,24.64,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2026-02-02T15:55:15.01433+08:00
