symbol,trade_date,open,close,high,low,pre_close,change,change_percent,volume,amount,turnover_rate,volume_ratio,bid_ratio,bid_diff,buy_volume,sell_volume,total_market_cap,circ_market_cap,main_net_inflow,xlarge_inflow,xlarge_outflow,xlarge_net_inflow,large_inflow,large_outflow,large_net_inflow,mid_inflow,mid_outflow,mid_net_inflow,small_inflow,small_outflow,small_net_inflow,main_net_flow_ratio,xlarge_net_flow_ratio,large_net_flow_ratio,mid_net_flow_ratio,small_net_flow_ratio,total_stocks,trading_stocks,up_stocks,down_stocks,flat_stocks,limit_up_stocks,limit_down_stocks,pe,pb,median_pe,median_pb,leader_up_symbol,leader_up_change,leader_down_symbol,leader_down_change,data_source,created_at
BK0437,2025-10-09T00:00:00Z,1110822,1140896,1141240,1109105,1110179,30717,2.77,11962640,10398097045,1.14,1.40,0.00,0,7155468,4807172,1802828528000,1505828928000,146157440,1229766688,1159192208,70574480,2408460960,2332878000,70574480,3177615680,3284793568,-107177888,3370177296,3409156832,-38979536,1.41,0.68,,-1.03,-0.37,0,34,32,2,0,0,0,14.22,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.285+08:00
BK0438,2025-10-09T00:00:00Z,2906660,2902144,2906759,2873354,2905942,-3798,-0.13,12542234,17571499520,1.64,1.06,0.00,0,6054028,6488206,1674122640000,1425386528000,-453141232,1488106736,1744237008,-256130272,3990137152,4187148112,-256130272,5834467328,5523831808,310635520,5728701696,5624521984,104179712,-2.58,-1.46,,1.77,0.59,0,119,49,64,6,0,0,35.16,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.043+08:00
BK0440,2025-10-09T00:00:00Z,4991602,5005316,5005676,4960653,4986272,19044,0.38,3014777,4297721734,1.94,0.90,0.00,0,1496594,1518184,326543936000,249774410000,-14488928,186846165,231650021,-44803856,979830112,949515184,-44803856,1570236160,1489104288,81131872,1441913168,1512996112,-71082944,-0.34,-1.04,,1.89,-1.65,0,44,24,17,3,0,0,28.93,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.139+08:00
BK0447,2025-10-09T00:00:00Z,3187002,3205463,3222877,3165255,3178737,26726,0.84,55105566,99419118771,5.39,1.07,0.00,0,28286812,26818754,2077553040000,1869116400000,-2179402752,14386935552,15866893824,-1479958272,26132301056,26831745536,-1479958272,31204280320,30238535936,965744384,25601039104,24388697856,1212341248,-2.19,-1.49,,0.97,1.22,0,146,89,53,4,0,0,159.00,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.389+08:00
BK0448,2025-10-09T00:00:00Z,1846706,1853713,1868273,1841802,1835376,18337,1.00,27207340,122628423166,4.46,1.07,0.00,0,13633584,13573756,2669984032000,2302427696000,-908867328,30680897280,28260433152,2420464128,33216076800,36545408256,2420464128,33546096128,33870391040,-324294912,22328959744,21086963200,1241996544,-0.74,1.97,,-0.26,1.01,0,107,68,34,5,0,0,96.53,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.134+08:00
BK0450,2025-10-09T00:00:00Z,1104364,1110670,1110766,1100365,1108568,2102,0.19,14029994,8490789425,0.92,1.04,0.00,0,7493311,6536682,1056857216000,872810176000,-434987376,1141062528,1528017840,-386955312,2042506096,2090538160,-386955312,2475401856,2412189296,63212560,2596101088,2244317200,351783888,-5.12,-4.56,,0.74,4.14,0,35,23,10,2,0,0,9.49,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.149+08:00
BK0451,2025-10-09T00:00:00Z,1476303,1467533,1476303,1449743,1477308,-9775,-0.66,48033750,35226197030,2.49,1.11,0.00,0,22196476,25837275,1200855008000,1078948224000,-875030528,5149800192,6208250624,-1058450432,9058570752,8875150848,-1058450432,10916733696,10105415424,811318272,9178631680,9114919424,63712256,-2.48,-3.00,,2.30,0.18,0,91,34,53,4,0,0,-6.64,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.292+08:00
BK0454,2025-10-09T00:00:00Z,1920277,1924812,1934961,1917429,1916596,8216,0.43,11660428,21004408254,4.04,1.09,0.00,0,5770036,5890392,614237888000,513418960000,197528736,2041643264,2042880096,-1236832,5450670592,5251905024,-1236832,6953525248,6612993792,340531456,5993354496,6580616704,-587262208,0.94,-0.01,,1.62,-2.80,0,89,41,45,3,0,0,72.67,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:14.872+08:00
BK0456,2025-10-09T00:00:00Z,2530604,2519361,2531982,2502417,2528506,-9145,-0.36,18178155,40343325139,2.42,1.01,0.00,0,8731419,9446737,2087024800000,1827468512000,-1766106624,5388802560,6484965376,-1096162816,10667680512,11337624320,-1096162816,13056605184,12458651904,597953280,10380357888,9216282112,1164075776,-4.38,-2.72,,1.48,2.89,0,92,42,47,3,0,0,16.44,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.143+08:00
BK0457,2025-10-09T00:00:00Z,3283810,3315524,3319166,3283810,3260857,54667,1.68,40638372,54265985373,4.36,1.20,0.00,0,21057441,19580931,1559279584000,1390805264000,1160093952,7409991680,6319687168,1090304512,13183851008,13114061568,1090304512,16744364032,17384833536,-640469504,15525726464,16047902976,-522176512,2.14,2.01,,-1.18,-0.96,0,140,102,36,2,0,0,39.69,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.141+08:00
BK0458,2025-10-09T00:00:00Z,1987174,2001475,2007389,1984137,1980854,20621,1.04,5646406,11935927693,3.34,1.20,0.00,0,2949773,2696633,413362688000,324308624000,-191361552,871166624,983137680,-111971056,2882978416,2962368912,-111971056,4006004208,3798717616,207286592,3485841328,3456934576,28906752,-1.60,-0.94,,1.74,0.24,0,75,42,32,1,0,0,70.80,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.435+08:00
BK0459,2025-10-09T00:00:00Z,3465041,3468536,3500108,3464417,3434411,34125,0.99,27532233,109948129899,4.16,1.21,0.00,0,13293105,14239128,3177111328000,2697231696000,-1273464832,19007592448,20061918464,-1054326016,29172378624,29391517440,-1054326016,33456089344,32347996416,1108092928,25807508992,25658907136,148601856,-1.16,-0.96,,1.01,0.14,0,150,92,54,4,0,0,63.29,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.052+08:00
BK0464,2025-10-09T00:00:00Z,595222,600510,600759,594636,591140,9370,1.59,8782493,6169026741,0.30,1.37,0.00,0,5358596,3423896,3583961232000,2074844752000,230841152,1238077952,905753280,332324672,1465754416,1567237936,332324672,1736758000,1969314928,-232556928,1584540208,1582824432,1715776,3.74,5.39,,-3.77,0.03,0,20,15,4,1,0,0,11.02,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.457+08:00
BK0465,2025-10-09T00:00:00Z,3831721,3818963,3833824,3785781,3826314,-7351,-0.19,19824401,36273232252,2.01,0.99,0.00,0,9418422,10405979,2263268816000,2053541072000,-786427760,3453309760,4249708208,-796398448,9206818816,9196848128,-796398448,11926265856,11361349376,564916480,10931135744,10733241600,197894144,-2.17,-2.20,,1.56,0.55,0,150,60,84,6,0,0,46.01,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.351+08:00
BK0470,2025-10-09T00:00:00Z,1049659,1051580,1051689,1040974,1047407,4173,0.40,10382902,6860573926,3.34,0.89,0.00,0,5286001,5096901,259974749000,232158587000,-90156752,476593392,570169888,-93576496,1520849552,1517429808,-93576496,2330799344,2205368848,125430496,2304561488,2325305296,-20743808,-1.31,-1.36,,1.83,-0.30,0,39,23,16,0,0,0,-16.80,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.3+08:00
BK0471,2025-10-09T00:00:00Z,1718945,1738537,1738946,1700702,1717286,21251,1.24,9246440,7722132760,1.98,1.09,0.00,0,4733406,4513034,540870816000,501087840000,178056480,800872272,741725376,59146896,1825382208,1706472624,59146896,2536149264,2453597728,82551536,2400927104,2669089216,-268162112,2.31,0.77,,1.07,-3.47,0,30,21,8,1,0,0,40.63,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:14.866+08:00
BK0473,2025-10-09T00:00:00Z,16288284,16474692,16539097,16142527,16350977,123715,0.76,46177938,61474739644,1.83,1.16,0.00,0,23801030,22376908,3772144880000,3102508800000,-4416052736,12690164992,17585344256,-4895179264,16498435584,16019309056,-4895179264,17063240192,15158328064,1904912128,14024911104,11513770752,2511140352,-7.18,-7.96,,3.10,4.08,0,49,39,10,0,0,0,19.47,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.098+08:00
BK0474,2025-10-09T00:00:00Z,135202,136094,136298,132929,135783,311,0.23,2583148,9074375193,0.34,1.07,0.00,0,1288920,1294228,2992755744000,2058677360000,-1009244704,1425953824,2146597280,-720643456,2551043856,2839645104,-720643456,2612820096,2444595200,168224896,2311767856,1470748048,841019808,-11.12,-7.94,,1.85,9.27,0,5,2,3,0,0,0,8.45,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.037+08:00
BK0475,2025-10-09T00:00:00Z,395564,396404,396551,393452,396530,-126,-0.03,45841118,33985997659,0.35,1.14,0.00,0,21924664,23916453,14584458496000,9798096128000,-2336199168,6632323328,8465768448,-1833445120,8957560576,9460314624,-1833445120,9672361984,8455353856,1217008128,8060946432,6941755136,1119191296,-6.87,-5.39,,3.58,3.29,0,42,19,19,4,0,0,6.78,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.289+08:00
BK0476,2025-10-09T00:00:00Z,1521838,1515860,1521838,1504439,1515065,795,0.05,8334907,7631183820,2.26,1.06,0.00,0,4007155,4327753,465933472000,418184592000,-43919280,685799792,640090704,45709088,1654002800,1743631168,45709088,2510496832,2429108192,81388640,2622439024,2659908352,-37469328,-0.58,0.60,,1.07,-0.49,0,67,28,38,1,0,0,49.81,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.187+08:00
BK0477,2025-10-09T00:00:00Z,5106005,5063111,5106640,5031001,5117188,-54077,-1.06,2820091,19017922402,0.92,1.17,0.00,0,1281203,1538888,3414035744000,3290640656000,-1831047056,2824839248,3365376224,-540536976,4608765696,5899275776,-540536976,7278291968,6429721088,848570880,3879710016,2897234032,982475984,-9.63,-2.84,,4.46,5.17,0,39,8,31,0,0,0,18.91,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.232+08:00
BK0478,2025-10-09T00:00:00Z,2354111,2400929,2400929,2350519,2291880,109049,4.76,63219205,82948534934,4.36,1.47,0.00,0,33424381,29794823,2445436528000,2059398272000,1297836032,19360223488,16134248704,3225974784,21383306752,23311445504,3225974784,21755663360,23165811200,-1410147840,18234107904,18119802368,114305536,1.56,3.89,,-1.70,0.14,0,76,74,2,0,0,0,22.78,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.11+08:00
BK0479,2025-10-09T00:00:00Z,872309,887095,887095,872309,861784,25311,2.94,48484724,21057929215,2.48,1.96,0.00,0,29312441,19172283,1014267088000,915919520000,794776688,3466999344,2910203584,556795760,5280099584,5042118656,556795760,5873245440,6482695680,-609450240,5973027072,6161619456,-188592384,3.77,2.64,,-2.89,-0.90,0,48,41,7,0,0,0,-274.92,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.003+08:00
BK0480,2025-10-09T00:00:00Z,5395294,5423913,5430114,5333615,5399025,24888,0.46,7840688,24466725807,2.13,1.20,0.00,0,3966041,3874647,1315150624000,1059457760000,-1314027440,3288977488,4332324352,-1043346864,6458887936,6729568512,-1043346864,7765371648,7251458048,513913600,6413985024,5612583168,801401856,-5.37,-4.26,,2.10,3.28,0,46,29,15,2,0,0,197.55,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.297+08:00
BK0481,2025-10-09T00:00:00Z,5177275,5157662,5179675,5128643,5175159,-17497,-0.34,55040510,89730129540,4.76,0.95,0.00,0,27072663,27967847,2584240048000,2140549776000,-3081524480,10161001472,12736886528,-2575885056,21250425600,21756065024,-2575885056,28459907584,27580282112,879625472,27120326400,25064883968,2055442432,-3.43,-2.87,,0.98,2.29,0,234,99,127,8,0,0,37.33,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:14.862+08:00
BK0482,2025-10-09T00:00:00Z,1817339,1807327,1817898,1792099,1820371,-13044,-0.72,17612995,11302042381,1.92,1.04,0.00,0,7689504,9923491,574677408000,528963616000,-591398976,998219776,1355203072,-356983296,2550044864,2784460544,-356983296,3649078624,3618949568,30129056,3858558304,3297288400,561269904,-5.23,-3.16,,0.27,4.97,0,60,18,41,1,0,0,102.07,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.226+08:00
BK0484,2025-10-09T00:00:00Z,1127604,1130200,1130735,1118124,1120035,10165,0.91,9851250,10646427424,3.08,1.17,0.00,0,5105357,4745893,358493792000,277220912000,222419840,1098425776,876751712,221674064,2465759712,2465013936,221674064,3474351584,3533440320,-59088736,3351390464,3524457520,-173067056,2.09,2.08,,-0.56,-1.63,0,35,21,12,2,0,0,34.72,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.385+08:00
BK0485,2025-10-09T00:00:00Z,1653761,1612750,1653761,1610144,1662547,-49797,-3.00,9078831,11071194282,4.17,1.12,0.00,0,3593668,5485163,378243232000,340701936000,-1196170192,1021190816,1496055392,-474864576,2514139616,3235445232,-474864576,3728813600,3602675664,126137936,3592258256,2522226000,1070032256,-10.80,-4.29,,1.14,9.67,0,37,1,36,0,0,0,52.25,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.407+08:00
BK0486,2025-10-09T00:00:00Z,1072048,1060732,1072313,1053548,1073941,-13209,-1.23,36481443,36590491932,3.28,1.09,0.00,0,16545152,19936292,1129113872000,1033076192000,-819021568,4442484480,4511734784,-69250304,8654536704,9404307968,-69250304,11422765312,11627924480,-205159168,11187571200,10169021184,1018550016,-2.24,-0.19,,-0.56,2.78,0,100,36,61,3,0,0,74.38,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.094+08:00
BK0490,2025-10-09T00:00:00Z,7800838,7865619,7872943,7779102,7760002,105617,1.36,161090588,252179134761,3.93,1.26,0.00,0,84836086,76254502,7364125952000,6471128832000,-240397824,32255330560,32220625664,34704896,64345927680,64621030400,34704896,79810781184,80346222592,-535441408,69966032896,69231120384,734912512,-0.10,0.01,,-0.21,0.29,0,501,357,131,13,0,0,127.29,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.778+08:00
BK0492,2025-10-09T00:00:00Z,1043070,1060758,1060758,1042556,1035982,24776,2.39,43627760,34724154372,2.25,1.40,0.00,0,25768968,17858793,2541388080000,2290666592000,1410693120,6735333888,4989033472,1746300416,8414672128,8750279424,1746300416,9791997184,10875955456,-1083958272,9045363712,9375270144,-329906432,4.06,5.03,,-3.12,-0.95,0,73,64,9,0,0,0,15.97,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.715+08:00
BK0493,2025-10-09T00:00:00Z,1758929,1778568,1778608,1756687,1747965,30603,1.75,108337897,134904445520,2.59,1.18,0.00,0,58301629,50036267,6766808320000,4343570432000,3656121600,24176373760,19756485632,4419888128,34917064960,35680831488,4419888128,39957703936,42218792192,-2261088256,32867881984,34210771712,-1342889728,2.71,3.28,,-1.68,-1.00,0,216,161,49,6,0,0,24.80,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.787+08:00
BK0494,2025-10-09T00:00:00Z,1395384,1399057,1401889,1393758,1388185,10872,0.78,119929717,139901711812,3.03,1.10,0.00,0,60588664,59341053,4731995904000,4153815584000,198908672,21908206592,19698599936,2209606656,34925175552,36935873536,2209606656,43431301888,44111110912,-679809024,35716341504,35248838912,467502592,0.14,1.58,,-0.49,0.33,0,418,243,169,6,0,0,36.10,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.784+08:00
BK0498,2025-10-09T00:00:00Z,1221454,1226236,1226282,1213581,1220219,6017,0.49,31548753,21764977522,2.05,1.30,0.00,0,17268187,14280566,1404354144000,1088922384000,-90089856,3455731392,3443790144,11941248,5392454912,5494486016,11941248,6398495232,6600615424,-202120192,6121628160,5829418240,292209920,-0.41,0.05,,-0.93,1.34,0,72,50,20,2,0,0,69.44,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.52+08:00
BK0499,2025-10-09T00:00:00Z,907706,918463,918492,905047,903615,14848,1.64,163805318,310183578745,0.73,1.34,0.00,0,87476252,76329066,39773104640000,25130440960000,-4022009856,77241749504,79131234304,-1889484800,86185574400,88318099456,-1889484800,82766028800,82227916800,538112000,56714774528,53230874880,3483899648,-1.30,-0.61,,0.17,1.12,0,161,109,47,5,0,0,11.92,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:16.939+08:00
BK0500,2025-10-09T00:00:00Z,1233143,1249844,1249852,1229650,1227766,22078,1.80,347678696,862208005913,1.06,1.47,0.00,0,187990159,159688537,66363823872000,51171675392000,-12457996288,201427746816,208592941056,-7165194240,248950022144,254242824192,-7165194240,240732041216,237179379712,3552661504,152490123264,143584784384,8905338880,-1.44,-0.83,,0.41,1.03,0,300,216,78,6,0,0,14.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:16.942+08:00
BK0501,2025-10-09T00:00:00Z,3113999,3145128,3145212,3107792,3095468,49660,1.60,5498318,24004875997,7.44,1.20,0.00,0,2880412,2617906,1622266544000,226592361000,198292800,2313494272,2191300544,122193728,6316787456,6240688384,122193728,8304072960,8302296320,1776640,5555345152,5636805376,-81460224,0.83,0.51,,0.01,-0.34,0,109,92,17,0,0,0,42.63,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.622+08:00
BK0505,2025-10-09T00:00:00Z,890677,904549,904549,890037,887297,17252,1.94,92958855,98004663969,0.84,1.84,0.00,0,53858150,39100705,15457357312000,9790169088000,1601288448,19969905408,17687683840,2282221568,24951634432,25632567552,2282221568,27404932096,29230021632,-1825089536,23635800832,23411079168,224721664,1.63,2.33,,-1.86,0.23,0,102,86,15,1,0,0,12.04,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.62+08:00
BK0506,2025-10-09T00:00:00Z,1794726,1803726,1803756,1785587,1788000,15726,0.88,114747609,171606429297,3.06,1.08,0.00,0,57857318,56890291,5320227584000,5034380800000,-2592161792,24753238016,26874326784,-2121088768,44216742656,44687815680,-2121088768,53614449152,52978754816,635694336,45346251776,43389784064,1956467712,-1.51,-1.24,,0.37,1.14,0,284,180,93,11,0,0,40.42,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.67+08:00
BK0509,2025-10-09T00:00:00Z,1435455,1426046,1435455,1416660,1431730,-5684,-0.40,35797905,53398922572,4.04,1.01,0.00,0,17201190,18596715,1288428480000,1211215824000,-1878368768,7049583616,8604690944,-1555107328,13739475712,14062737152,-1555107328,17388380416,16585849600,802530816,14141532928,13065694976,1075837952,-3.52,-2.91,,1.50,2.01,0,68,36,29,3,0,0,132.33,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.922+08:00
BK0511,2025-10-09T00:00:00Z,694453,686607,694939,686157,693465,-6858,-0.99,26027654,15119897504,2.06,1.18,0.00,0,11084028,14943627,799460480000,703307072000,-1038084288,1359103280,1952314352,-593211072,4564041216,5008914432,-593211072,5222822144,4812924672,409897472,3173493520,2562934480,610559040,-6.87,-3.92,,2.71,4.04,0,177,43,130,4,0,0,-8.86,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:16.949+08:00
BK0512,2025-10-09T00:00:00Z,2527104,2564923,2565228,2517957,2511360,53563,2.13,19058272,30843506086,2.45,1.41,0.00,0,10076006,8982266,1362815824000,1315377472000,402926288,4570030848,4087607856,482422992,8076816640,8156313344,482422992,9261709056,9711492096,-449783040,8326104064,8279247616,46856448,1.31,1.56,,-1.46,0.15,0,75,62,11,2,0,0,24.62,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.655+08:00
BK0514,2025-10-09T00:00:00Z,1548799,1554674,1554804,1538479,1545400,9274,0.60,66861741,84899043588,2.09,1.15,0.00,0,34917883,31943858,4354458368000,3654926576000,-2439757824,13651833344,15395762688,-1743929344,21998737920,22694566400,-1743929344,25413738240,24748131072,665607168,21729361920,19955211008,1774150912,-2.87,-2.05,,0.78,2.09,0,129,74,46,9,0,0,14.46,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.518+08:00
BK0519,2025-10-09T00:00:00Z,2942203,3006155,3006171,2933178,2874415,131740,4.58,67224542,120075063717,3.31,1.49,0.00,0,35746584,31477958,4447101696000,3806009200000,2665036288,29463389184,25758866176,3704523008,31133651712,32173138432,3704523008,30945387264,33121695744,-2176308480,25244068352,25732795904,-488727552,2.22,3.09,,-1.81,-0.41,0,79,76,3,0,0,0,21.85,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.792+08:00
BK0520,2025-10-09T00:00:00Z,1259771,1247657,1260130,1239915,1255683,-8026,-0.64,3532581,8710847560,1.96,1.10,0.00,0,1647325,1885256,388309488000,353554432000,-398157488,875805552,1185220768,-309415216,2244387504,2333129776,-309415216,2971668928,2753538272,218130656,2447835776,2267808928,180026848,-4.57,-3.55,,2.50,2.07,0,20,8,12,0,0,0,16.21,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.602+08:00
BK0523,2025-10-09T00:00:00Z,3432626,3459136,3463303,3426263,3405970,53166,1.56,133723699,269434495331,4.50,1.25,0.00,0,68164820,65558879,5865373184000,5302307072000,1516817152,46851146496,44564494336,2286652160,70887829504,71657664512,2286652160,80920662016,81532489728,-611827712,64240272384,65179832064,-939559680,0.56,0.85,,-0.23,-0.35,0,366,241,120,5,0,0,54.32,0.00,0.00,0.00,,0.00,,0.00,EastMoney,2025-10-09T12:36:15.752+08:00
